,text,V,A,D
358,"better yet , most of these services occur in cooperation with private and public agencies from all over the city - cicoa the access network , goodwill industries , indianapolis housing agency , city of indianapolis , indianapolis private industry council , family and social services administration , otc , indy parks , and numerous community development corporations , neighborhood organizations , and churches , to name just a few .",2.9,3.1,3.1
359,"this is exactly what happened in 1997 when community centers of indianapolis provided its comprehensive , neighborhood-based services to individuals and families all over marion county .",2.9,3.1,2.8
360,"more than 34,000 people benefited from our services in 1997 , and the final count for 1998 could be even higher .",3.3,3.1,3.1
361,we 're asking for a contribution in the amount of because you ca n't got a better bang for your buck than to support an organization that impacts so many lives in so many ways .,3.2,3.2,3.4
362,"please , make a tax deductible gift to community centers of indianapolis in 1999 , and know that company is playing an important part in meeting the needs of its community .",3.3,3.0,3.1
363,"if you have any questions , please feel free to give us a call at 638-3360 .",3.0,2.8,3.1
364,"we thank you for your consideration , and look forward to hearing from you .",3.6,2.9,3.0
365,earline s. moore president,3.0,2.8,3.2
366,valery de long director of development,3.0,2.8,2.9
367,and we can do even more in 1999 with your financial support !,3.0,3.14,3.0
368,just look at the range of services we offer :,3.11,2.56,3.11
369,"70,0001 career assistance for youth",3.18,3.0,3.0
370,preschool for young children,3.0,2.89,3.0
371,"question what do you get in 987,165 hours with 291people in 15 locations ?",3.0,3.12,3.25
372,school age child care for and children and youth,3.3,3.1,3.0
373,adult day care for seniors,3.0,3.0,3.1
374,senior case management aids education for youth and adults,3.38,2.5,3.12
375,senior nutrition meal program,3.0,2.89,3.11
376,day care for young children,3.33,2.78,3.22
377,"in 1998 , mccoy , inc. led two efforts that , we believe , will help our community continue to take the steps necessary to help all young people grow up and develop well .",3.12,3.0,3.0
378,"two , funding was made available this summer for youth organizations and churches to conduct positive youth programming on saturday evenings .",3.3,3.1,3.1
379,"through the youth mapping process , it was confirmed that the positive opportunities for youth on weekend evenings were lacking .",2.6,2.8,2.9
380,that need is being met .,3.3,3.2,3.4
381,"august 4 , 1999",3.0,3.0,2.89
382,"as it has been an exciting year for all of us , mccoy , inc. can not do its part without the support of organizations like yours .",3.3,3.3,3.1
383,"annually , we ask several of our youth serving organizations to join us in our effort to help young people grow up well in indianapolis .",3.12,2.63,3.12
384,enclosed is a donation card that will enable you to make indianapolis a great place for all of us to live .,3.36,3.09,3.27
385,"if you have any questions or concerns at any time , please do not hesitate to call me at 921-1288 .",3.0,2.8,2.9
386,"sincerely ,",2.9,2.7,3.0
387,"john f. brandon , president mccoy , inc .",3.0,2.8,3.0
388,"participants in the youth outcomes educational initiative identified three goals for all our youth to obtain : economic self-sufficiency , healthy family , social relationships , and involvement in the community .",3.3,3.0,3.3
389,"name address city , st zip",3.0,2.67,2.89
390,"a short time later , the community youth mapping project sent 55 young people out into the community to identify the resources they need to grow up well : caring adults , safe places to go , and positive things to do .",3.3,3.1,3.2
391,"the goal of mccoy , inc. has been to make a difference .",3.37,2.82,3.18
392,"one group of adults and one group of youth , through two very different processes , have arrived at the same conclusion ; our community still has much to do if we are to help all of your youth successfully develop into the responsible , productive adults who will our community in the future .",3.2,3.5,3.4
393,it is our goal that every young person in marion county have access to the programs and services that can best assist them in their growth toward a positive adulthood .,3.3,3.0,3.2
394,i am hopeful that you as an individual and meridian insurance as a corporation might consider becoming sustaining supporters of mccoy .,3.17,3.0,3.17
395,i obviously ca n't tell the whole story of mccoy in a single letter but i hope this provides an overview of the scope of our work .,3.11,3.0,3.11
396,please consider joining together with your fellow citizens in support of the work of the marion county commission on youth .,3.22,2.89,3.44
397,"january 5 , 1997",3.0,2.82,3.0
398,"sincerely ,",3.0,2.89,3.11
399,"name address city , st zip",3.0,2.75,3.0
400,"mccoy inc. , originally founded as a government agency but re-organized in 1993 as an independent not-for-profit , is a county-wide youth services coordinating , planning , and convening agency .",3.2,2.9,3.2
401,"its purpose is to encourage collaboration and cooperation between the various agencies , programs , and systems that serve our community 's youth .",3.2,3.0,3.1
402,dear bill :,3.2,3.2,2.9
403,"this is the time of year when our thoughts turn to ways to do things differently , things that will make our lives better and improve the quality of our life .",3.4,3.1,3.1
404,"the formation of the community academy , a pilot project directed at expelled students from local school systems , has come about as a result of mccoy 's efforts to mobilize community agencies in response to a pressing issue .",2.88,3.25,3.0
405,mccoy is actively represented and working with numerous community collaborations where we regularly raise our voice to speak out for the inclusion of young people in both decision-making and program planning processes .,3.43,3.43,3.29
406,"one concrete example is a joint project undertaken in the united northwest area in partnership with the junior league of indianapolis and community partnerships with youth from fort wayne , indiana .",3.12,2.62,3.0
407,"as a team , these three organizations are working with neighborhood youth and adults to build a `` caring neighborhood with youth '' , mobilizing the assets of young people and adults as partners to build a better neighborhood for all .",3.63,3.25,3.37
408,"october 7 , 1996",3.0,2.7,3.0
409,"since its re-organization , mccoy has established its unique niche within the community by refraining from direct service programming and focusing on what it does best : helping to identify youth needs , convening groups of individuals and organizations which can address those needs , and moving toward collaborative solutions .",3.5,3.13,3.12
410,"mccoy was reorganized as an independent , not-for-profit agency , separate from local government .",3.0,2.88,3.0
411,"mccoy invites the support of the __ company foundation in the amount of $ 10,000.00 to support such activities as :",3.0,2.72,2.86
412,-- -- the co-ordination of youth leadership training and youth empowerment efforts at the neighborhood level by means of neighborhood-based youth councils ;,3.2,3.1,3.2
413,-- -- the promotion of youth employment opportunities ;,3.4,3.2,3.3
414,-- -- the facilitation of ongoing discussions regarding effective and efficient youth service delivery ;,3.0,2.75,3.0
415,-- -- the provision of technical assistance and guidance to neighborhoods which seek positive youth-adult relationships ;,3.2,3.1,3.3
416,-- -- the development of community-wide supports for the positive growth of all marion county young people .,3.27,2.82,3.09
417,"in the last several years , the business and corporate community has recognized that the positive development of youth is directly related to the development of a competent workforce .",3.38,2.62,3.12
418,youth who are supported and encouraged by both a family and a society that values them have a much greater likelihood of becoming productive and contributing members of adult society .,3.2,2.8,3.0
419,"while we have made significant inroads , there remains much to be done and it is clear that we can not do it alone .",2.73,3.0,2.91
420,"name address city , st zip",3.0,2.8,3.0
421,"in our fund raising efforts to date , we have received the support of local government , foundations , and corporations as well as the personal financial commitments of individual mccoy board members .",3.43,3.29,3.29
422,we believe there is no more appropriate time to have a coordinated and collaborative effort to financially support the services mccoy offers to the community as a whole .,3.2,3.2,3.2
423,"thanking you in advance for your support , we remain ,",3.44,3.22,3.22
424,"sincerely ,",3.1,2.7,3.0
425,"for the past three years , mccoy has been actively engaged in accomplishing this declared mission in cooperation with many others : youth service providers , youth , funding bodies , and interested citizens to name a few .",3.17,3.0,3.17
426,"we have met with a number of successes along the way , most notably the summer fun line , the metro summer bus pass , and the development of ten neighborhood youth councils .",3.2,3.0,3.5
427,"in the summer of 1993 , the marion county commission on youth began what can best be described as a `` new era '' in its history .",3.2,3.0,3.1
428,"if you have any questions , please feel free to call myrna weinberger at 251-9467 , ext . 256 .",3.11,2.89,3.22
429,"the 9th annual jcc auction will benefit the numerous scholarship programs of the jewish community center of indianapolis , a united way agency .",3.56,3.0,3.0
430,"july 28 , 1999",3.0,2.6,3.1
431,dear,3.38,2.88,3.0
432,the jcc would be very pleased to welcome your organization as a corporate sponsor .,3.5,3.4,3.3
433,"join us for the `` sale of the century '' at jcc auction '99 , on saturday , november 13 , 1999 .",3.0,2.86,3.0
